,head,relation,tail,label
48038,DB00262,CELL_DRUG,OVISE,0
48039,DB00262,CELL_DRUG,OVMIU,0
48051,DB00262,CELL_DRUG,TOV-21G,0
48100,DB00262,CELL_DRUG,OVTOKO,0
48113,DB00262,CELL_DRUG,TOV-112D,0
48152,DB00262,CELL_DRUG,DOV13,0
48153,DB00262,CELL_DRUG,Hey,0
48154,DB00262,CELL_DRUG,OV-56,0
48155,DB00262,CELL_DRUG,OVCA420,0
48156,DB00262,CELL_DRUG,OVK-18,0
48157,DB00262,CELL_DRUG,PEO1,0
48214,DB01030,CELL_DRUG,EFO-21,0
48235,DB01030,CELL_DRUG,OVCA420,0
48257,DB00444,CELL_DRUG,OVCAR-4,0
48289,DB00444,CELL_DRUG,EFO-21,0
48311,DB00444,CELL_DRUG,OVCA420,0
48355,DB01204,CELL_DRUG,SW626,0
48386,DB01204,CELL_DRUG,OV-90,0
48511,DB01073,CELL_DRUG,OVCAR-3,0
48530,DB01073,CELL_DRUG,SK-OV-3,0
48536,DB01073,CELL_DRUG,IGROV-1,0
48537,DB01073,CELL_DRUG,OVCAR-5,0
48552,DB01073,CELL_DRUG,OVCAR-4,0
48761,DB01073,CELL_DRUG,OAW-42,0
48806,DB01073,CELL_DRUG,EFO-21,0
48835,DB01073,CELL_DRUG,OAW-28,0
48901,DB01073,CELL_DRUG,OV-90,0
48902,DB01073,CELL_DRUG,OVISE,0
48903,DB01073,CELL_DRUG,OVMIU,0
48914,DB01073,CELL_DRUG,TOV-21G,0
48957,DB01073,CELL_DRUG,OVTOKO,0
48969,DB01073,CELL_DRUG,TOV-112D,0
48990,DB01073,CELL_DRUG,DOV13,0
48991,DB01073,CELL_DRUG,Hey,0
48992,DB01073,CELL_DRUG,OV-56,0
48993,DB01073,CELL_DRUG,OVCA420,0
48994,DB01073,CELL_DRUG,PEO1,0
49133,DB01280,CELL_DRUG,OVCAR-3,0
49155,DB01280,CELL_DRUG,SK-OV-3,0
49162,DB01280,CELL_DRUG,IGROV-1,0
49163,DB01280,CELL_DRUG,OVCAR-5,0
49179,DB01280,CELL_DRUG,OVCAR-4,0
49180,DB01280,CELL_DRUG,OVCAR-8,0
49398,DB01280,CELL_DRUG,SW626,0
49425,DB01280,CELL_DRUG,OAW-42,0
49480,DB01280,CELL_DRUG,EFO-21,0
49512,DB01280,CELL_DRUG,OAW-28,0
49585,DB01280,CELL_DRUG,OV-90,0
49586,DB01280,CELL_DRUG,OVISE,0
49587,DB01280,CELL_DRUG,OVMIU,0
49599,DB01280,CELL_DRUG,TOV-21G,0
49645,DB01280,CELL_DRUG,OVTOKO,0
49658,DB01280,CELL_DRUG,TOV-112D,0
49696,DB01280,CELL_DRUG,DOV13,0
49697,DB01280,CELL_DRUG,Hey,0
49698,DB01280,CELL_DRUG,OV-56,0
49699,DB01280,CELL_DRUG,OVCA420,0
49700,DB01280,CELL_DRUG,OVK-18,0
49701,DB01280,CELL_DRUG,PEO1,0
49779,DB00947,CELL_DRUG,OVCAR-3,0
49800,DB00947,CELL_DRUG,OVCAR-8,0
49927,DB00947,CELL_DRUG,OAW-42,0
50035,DB00947,CELL_DRUG,TOV-112D,0
50060,DB00947,CELL_DRUG,DOV13,0
50061,DB00947,CELL_DRUG,OVK-18,0
50062,DB00947,CELL_DRUG,PEO1,0
50098,DB00541,CELL_DRUG,EFO-21,0
50142,DB01248,CELL_DRUG,OV-90,0
50203,DB13930,CELL_DRUG,OVCAR-3,0
50215,DB13930,CELL_DRUG,SK-OV-3,0
50220,DB13930,CELL_DRUG,OVCAR-4,0
50318,DB13930,CELL_DRUG,OAW-42,0
50341,DB13930,CELL_DRUG,EFO-21,0
50361,DB13930,CELL_DRUG,OAW-28,0
50378,DB13930,CELL_DRUG,FU-OV-1,0
50391,DB13930,CELL_DRUG,OVISE,0
50392,DB13930,CELL_DRUG,OVKATE,0
50424,DB13930,CELL_DRUG,OVTOKO,0
50447,DB13930,CELL_DRUG,OV-56,0
50501,DB11581,CELL_DRUG,OVCAR-5,0
50557,DB11581,CELL_DRUG,EFO-21,0
50570,DB11581,CELL_DRUG,FU-OV-1,0
50581,DB11581,CELL_DRUG,OVMIU,0
50583,DB11581,CELL_DRUG,TOV-21G,0
50599,DB11581,CELL_DRUG,OVTOKO,0
50607,DB11581,CELL_DRUG,OV-56,0
50608,DB11581,CELL_DRUG,PEO1,0
50634,DB09330,CELL_DRUG,OVCAR-5,0
50658,DB09330,CELL_DRUG,SW626,0
50685,DB09330,CELL_DRUG,OV-90,0
50707,DB09330,CELL_DRUG,OV-56,0
50745,DB04849,CELL_DRUG,SK-OV-3,0
50747,DB04849,CELL_DRUG,OVCAR-5,0
50788,DB04849,CELL_DRUG,SW626,0
50796,DB04849,CELL_DRUG,OAW-42,0
50832,DB04849,CELL_DRUG,OV-90,0
50833,DB04849,CELL_DRUG,OVKATE,0
50834,DB04849,CELL_DRUG,OVMIU,0
50863,DB04849,CELL_DRUG,OV-56,0
50864,DB04849,CELL_DRUG,PEO1,0
50890,DB12307,CELL_DRUG,EFO-21,0
50910,DB12307,CELL_DRUG,OV-56,0
50980,DB13930,CELL_DRUG,DOV13,0
50981,DB13930,CELL_DRUG,OVCA420,0
50985,DB00361,CELL_DRUG,OVKATE,0
